slice_type,model_id,target,count,candidate_better_abs_error_rate,anchor_fail_candidate_success_count,anchor_fail_candidate_success_rate,candidate_norm_abs_error,anchor_norm_abs_error,actual_bin,month,hour,high_generation_flag,near_zero_flag
target+actual_bin,ngboost_normal_260_lr03,kpx_group_3,899,0.39488320355951056,89,0.09899888765294772,0.13052023819747532,0.11701668658742907,60-80%,,,,
target+month,ngboost_normal_260_lr03,kpx_group_1,744,0.4717741935483871,88,0.11827956989247312,0.11184275135691185,0.10883549540346629,,12.0,,,
target+month,tabm_torch,kpx_group_2,744,0.3521505376344086,88,0.11827956989247312,0.1260613862256036,0.09711066226115124,,5.0,,,
actual_bin,mlp_regressor_medium,,1185,0.32827004219409284,87,0.07341772151898734,0.18232757654981097,0.1335355788356606,90-100%,,,,
target+actual_bin,catboost_quantile_055,kpx_group_3,1448,0.5193370165745856,86,0.05939226519337017,0.14127179578193277,0.142959359710764,30-60%,,,,
target+month,mlp_regressor_medium,kpx_group_2,744,0.47580645161290325,86,0.11559139784946236,0.12913315599355055,0.12564781678668074,,3.0,,,
target+month,mlp_regressor_medium,kpx_group_1,744,0.4314516129032258,85,0.11424731182795698,0.11840524648235184,0.10883549540346629,,12.0,,,
target+actual_bin,tabm_torch,kpx_group_3,899,0.27919911012235815,84,0.09343715239154617,0.19945397406948992,0.11701668658742907,60-80%,,,,
target+actual_bin,hist_gbdt_quantile_055,kpx_group_2,1125,0.45155555555555554,82,0.07288888888888889,0.12465142053720668,0.11841741648640795,60-80%,,,,
target+month,tabm_torch,kpx_group_1,744,0.41263440860215056,82,0.11021505376344086,0.13264715679973904,0.11013213662188065,,7.0,,,
target+actual_bin,explainable_boosting,kpx_group_3,899,0.3314794215795328,81,0.09010011123470522,0.1579582535088339,0.11701668658742907,60-80%,,,,
target+actual_bin,catboost_quantile_055,kpx_group_1,1554,0.527027027027027,80,0.05148005148005148,0.10819892688052554,0.11244462850592622,10-30%,,,,
target+month,tabm_torch,kpx_group_2,744,0.33064516129032256,80,0.10752688172043011,0.1371295846324298,0.1073913229433887,,12.0,,,
target+month,explainable_boosting,kpx_group_2,744,0.4932795698924731,79,0.10618279569892473,0.1286451637326267,0.12564781678668074,,3.0,,,
target+month,tabm_torch,kpx_group_2,744,0.4327956989247312,79,0.10618279569892473,0.14524213409091621,0.12564781678668074,,3.0,,,
target+month,mlp_regressor_medium,kpx_group_3,744,0.3844086021505376,79,0.10618279569892473,0.14472503312876198,0.12191477191363255,,12.0,,,
target+month,tabm_torch,kpx_group_3,744,0.34946236559139787,79,0.10618279569892473,0.182583555141855,0.11785113862322234,,7.0,,,
actual_bin,catboost_quantile_060_depth6,,1320,0.5727272727272728,77,0.058333333333333334,0.09886811654386388,0.10485169627504616,80-90%,,,,
target+month,extra_trees_wide,kpx_group_1,744,0.47580645161290325,77,0.10349462365591398,0.11258810920953014,0.10883549540346629,,12.0,,,
target+month,tabm_torch,kpx_group_3,744,0.44489247311827956,77,0.10349462365591398,0.1344994254260164,0.11889136919205419,,3.0,,,
target+month,extra_trees_wide,kpx_group_2,744,0.4274193548387097,77,0.10349462365591398,0.11781353594984845,0.1073913229433887,,12.0,,,
target+month,explainable_boosting,kpx_group_1,744,0.44489247311827956,76,0.10215053763440861,0.12022748100799077,0.10883549540346629,,12.0,,,
target+month,mlp_regressor_medium,kpx_group_2,744,0.40053763440860213,76,0.10215053763440861,0.11307826288600979,0.09711066226115124,,5.0,,,
target+month,mlp_regressor_medium,kpx_group_1,744,0.4274193548387097,74,0.09946236559139784,0.12587551437429792,0.10734966650081518,,3.0,,,
target+month,ngboost_normal_260_lr03,kpx_group_2,744,0.5483870967741935,73,0.09811827956989247,0.09707988065242866,0.10589983337131054,,7.0,,,
target+month,extra_trees_wide,kpx_group_2,744,0.5362903225806451,73,0.09811827956989247,0.09117722929528246,0.09711066226115124,,5.0,,,
target+actual_bin,catboost_quantile_055,kpx_group_1,1484,0.49326145552560646,73,0.04919137466307277,0.14065263120706184,0.14005734159520486,30-60%,,,,
target+month,extra_trees_wide,kpx_group_2,744,0.5591397849462365,72,0.0967741935483871,0.1166019640133534,0.12564781678668074,,3.0,,,
target+month,tabm_torch,kpx_group_2,744,0.49193548387096775,71,0.09543010752688172,0.18331658960887345,0.1867739224995229,,1.0,,,
target+month,extra_trees_wide,kpx_group_1,744,0.4220430107526882,71,0.09543010752688172,0.11455656866213264,0.11013213662188065,,7.0,,,
target+month,explainable_boosting,kpx_group_1,744,0.47580645161290325,70,0.09408602150537634,0.11215424254945507,0.10734966650081518,,3.0,,,
actual_bin,explainable_boosting,,1320,0.2674242424242424,70,0.05303030303030303,0.15149861871801595,0.10485169627504616,80-90%,,,,
target+actual_bin,catboost_quantile_055,kpx_group_2,1436,0.5396935933147632,69,0.04805013927576602,0.13375109681428626,0.1376589031626291,10-30%,,,,
target+month,tabm_torch,kpx_group_1,744,0.3521505376344086,69,0.09274193548387097,0.1357798856237835,0.10149797614428471,,5.0,,,
target+month,mlp_regressor_medium,kpx_group_2,744,0.41801075268817206,68,0.0913978494623656,0.08912321348406113,0.07743207667271455,,10.0,,,
target+month,tabm_torch,kpx_group_1,744,0.40053763440860213,67,0.09005376344086022,0.12713635172397825,0.10734966650081518,,3.0,,,
actual_bin,explainable_boosting,,1185,0.2936708860759494,67,0.056540084388185655,0.17573807352204532,0.1335355788356606,90-100%,,,,
target+month,lgbm_l1_baseline,kpx_group_3,744,0.5551075268817204,66,0.08870967741935484,0.11564992988044202,0.12191477191363255,,12.0,,,
target+near_zero_flag,catboost_quantile_0575_depth6,kpx_group_2,4982,0.4588518667201927,66,0.013247691690084303,0.12833689626861058,0.12724201563281665,,,,,False
target,catboost_quantile_0575_depth6,kpx_group_2,8784,0.45377959927140255,66,0.007513661202185792,0.09829337930005815,0.09743167261454445,,,,,
target+month,ngboost_normal_260_lr03,kpx_group_1,744,0.44623655913978494,66,0.08870967741935484,0.1144771266709075,0.11013213662188065,,7.0,,,
target+month,explainable_boosting,kpx_group_2,744,0.396505376344086,66,0.08870967741935484,0.11465713984041596,0.09711066226115124,,5.0,,,
target+month,explainable_boosting,kpx_group_3,744,0.3185483870967742,66,0.08870967741935484,0.155253806241872,0.11785113862322234,,7.0,,,
target,catboost_quantile_0575_depth6,kpx_group_3,8784,0.4718806921675774,64,0.007285974499089253,0.09470854416341075,0.09409083282851897,,,,,
target+near_zero_flag,catboost_quantile_0575_depth6,kpx_group_3,4572,0.46741032370953634,64,0.01399825021872266,0.1392138977364179,0.13825807891838035,,,,,False
target+month,mlp_regressor_medium,kpx_group_1,744,0.43548387096774194,64,0.08602150537634409,0.11124491325645307,0.10149797614428471,,5.0,,,
target+month,ngboost_normal_260_lr03,kpx_group_2,744,0.4206989247311828,64,0.08602150537634409,0.11622008973719003,0.1073913229433887,,12.0,,,
target+month,tabm_torch,kpx_group_3,720,0.4041666666666667,64,0.08888888888888889,0.08286095496199736,0.07148528456013276,,6.0,,,
target+month,tabm_torch,kpx_group_2,720,0.3472222222222222,64,0.08888888888888889,0.12350883199353538,0.08834224909768426,,4.0,,,
target+month,tabm_torch,kpx_group_1,720,0.325,64,0.08888888888888889,0.11829999922008745,0.08641567849394793,,4.0,,,
target+month,ngboost_normal_260_lr03,kpx_group_3,744,0.5591397849462365,63,0.0846774193548387,0.1137634088716552,0.12191477191363255,,12.0,,,
target+month,mlp_regressor_medium,kpx_group_2,744,0.5497311827956989,63,0.0846774193548387,0.17778018817686014,0.1867739224995229,,1.0,,,
target+month,hist_gbdt_quantile_055,kpx_group_2,744,0.489247311827957,63,0.0846774193548387,0.10935181145160083,0.1073913229433887,,12.0,,,
target+actual_bin,catboost_quantile_055,kpx_group_1,1111,0.4527452745274527,63,0.05670567056705671,0.11514322753540704,0.11067975269632961,60-80%,,,,
target+month,lgbm_l1_baseline,kpx_group_2,744,0.6129032258064516,62,0.08333333333333333,0.08946101670236856,0.09711066226115124,,5.0,,,
target,catboost_quantile_0575_depth6,kpx_group_1,8784,0.4524134790528233,62,0.007058287795992714,0.0958491961488278,0.09505471290658841,,,,,
target+near_zero_flag,catboost_quantile_0575_depth6,kpx_group_1,4995,0.4444444444444444,62,0.012412412412412413,0.11892505236574816,0.11800893368961968,,,,,False
actual_bin,hist_gbdt_quantile_055,,1320,0.4113636363636364,62,0.04696969696969697,0.11630328313863435,0.10485169627504616,80-90%,,,,
target+month,lgbm_l1_baseline,kpx_group_2,744,0.5349462365591398,61,0.08198924731182795,0.10234214660269154,0.10589983337131054,,7.0,,,
target+month,lgbm_l1_baseline,kpx_group_2,744,0.46236559139784944,61,0.08198924731182795,0.1116333215969997,0.1073913229433887,,12.0,,,
target+month,mlp_regressor_medium,kpx_group_3,744,0.385752688172043,61,0.08198924731182795,0.14542678034771783,0.11785113862322234,,7.0,,,
target+month,extra_trees_wide,kpx_group_1,744,0.5013440860215054,60,0.08064516129032258,0.10256214744416292,0.10149797614428471,,5.0,,,
target+month,tabm_torch,kpx_group_1,744,0.4771505376344086,60,0.08064516129032258,0.18472486174322356,0.18371598386061913,,1.0,,,
actual_bin,tabm_torch,,1185,0.22616033755274262,60,0.05063291139240506,0.22324592794110976,0.1335355788356606,90-100%,,,,
actual_bin,tabm_torch,,1320,0.18484848484848485,60,0.045454545454545456,0.20224178975019513,0.10485169627504616,80-90%,,,,
target+month,lgbm_l1_baseline,kpx_group_1,744,0.5201612903225806,59,0.0793010752688172,0.1085640638890151,0.11013213662188065,,7.0,,,
target+month,ngboost_normal_260_lr03,kpx_group_2,744,0.5147849462365591,59,0.0793010752688172,0.09457091114725402,0.09711066226115124,,5.0,,,
target+actual_bin,catboost_quantile_060_depth6,kpx_group_3,1448,0.4544198895027624,59,0.04074585635359116,0.14644905211285156,0.142959359710764,30-60%,,,,
target+actual_bin,mlp_regressor_medium,kpx_group_1,448,0.43080357142857145,59,0.13169642857142858,0.11173167734514891,0.10397703506878656,80-90%,,,,
target+month,mlp_regressor_medium,kpx_group_3,744,0.4946236559139785,58,0.07795698924731183,0.11168293444164347,0.10618864506015195,,5.0,,,
target+actual_bin,catboost_quantile_055,kpx_group_2,1462,0.4781121751025992,58,0.03967168262653899,0.1579835657478118,0.15649333293948497,30-60%,,,,
target+month,explainable_boosting,kpx_group_1,744,0.3951612903225806,58,0.07795698924731183,0.12464296230182079,0.11013213662188065,,7.0,,,
target+month,tabm_torch,kpx_group_2,720,0.3861111111111111,58,0.08055555555555556,0.09273631177788284,0.07863322421868964,,6.0,,,
target+month,extra_trees_wide,kpx_group_2,744,0.5739247311827957,57,0.07661290322580645,0.16810035762338132,0.1867739224995229,,1.0,,,
target+actual_bin,catboost_quantile_055,kpx_group_3,1507,0.4618447246184472,57,0.0378234903782349,0.11880826057044008,0.11884664239133533,10-30%,,,,
target+month,tabm_torch,kpx_group_3,744,0.44086021505376344,57,0.07661290322580645,0.14637576356454302,0.14598237860313426,,1.0,,,
target+month,tabm_torch,kpx_group_1,720,0.36666666666666664,57,0.07916666666666666,0.09344766049294599,0.07970780336331314,,6.0,,,
actual_bin,extra_trees_wide,,1320,0.24545454545454545,57,0.04318181818181818,0.14739468052286755,0.10485169627504616,80-90%,,,,
target+actual_bin,catboost_quantile_060_depth6,kpx_group_3,899,0.5239154616240267,56,0.06229143492769744,0.1152858730328536,0.11701668658742907,60-80%,,,,
target+month,hist_gbdt_quantile_055,kpx_group_1,744,0.46102150537634407,56,0.07526881720430108,0.11170311935383569,0.10883549540346629,,12.0,,,
target+month,explainable_boosting,kpx_group_3,744,0.4099462365591398,56,0.07526881720430108,0.1683502261989973,0.14598237860313426,,1.0,,,
target+month,mlp_regressor_medium,kpx_group_1,744,0.36155913978494625,56,0.07526881720430108,0.2098315577186742,0.18371598386061913,,1.0,,,
target+month,hist_gbdt_quantile_055,kpx_group_1,744,0.521505376344086,55,0.0739247311827957,0.10949495838221901,0.11013213662188065,,7.0,,,
target+month,mlp_regressor_medium,kpx_group_3,744,0.4543010752688172,55,0.0739247311827957,0.13771748819200125,0.11889136919205419,,3.0,,,
target+month,lgbm_l1_baseline,kpx_group_1,744,0.45161290322580644,55,0.0739247311827957,0.11226813688379486,0.10883549540346629,,12.0,,,
target+actual_bin,catboost_quantile_060_depth6,kpx_group_1,1484,0.42924528301886794,55,0.03706199460916442,0.14485872600999988,0.14005734159520486,30-60%,,,,
target+month,explainable_boosting,kpx_group_1,720,0.37916666666666665,55,0.0763888888888889,0.10204884445089916,0.08641567849394793,,4.0,,,
target+high_generation_flag,tabm_torch,kpx_group_3,712,0.25842696629213485,55,0.07724719101123595,0.29775049290603933,0.19660301145266484,,,,True,
target+actual_bin,catboost_quantile_060_depth6,kpx_group_1,1111,0.48424842484248426,54,0.048604860486048604,0.11092719756731657,0.11067975269632961,60-80%,,,,
target+month,mlp_regressor_medium,kpx_group_3,744,0.4489247311827957,54,0.07258064516129033,0.15955964185131374,0.14598237860313426,,1.0,,,
target+month,ngboost_normal_260_lr03,kpx_group_2,744,0.5403225806451613,53,0.07123655913978495,0.12018264400451949,0.12564781678668074,,3.0,,,
target+actual_bin,mlp_regressor_medium,kpx_group_1,392,0.46938775510204084,53,0.13520408163265307,0.09492982265208284,0.09340715713158332,90-100%,,,,
target+high_generation_flag,catboost_quantile_0575_depth6,kpx_group_3,8072,0.464816650148662,53,0.006565906838453915,0.08580172437323272,0.08504190260531146,,,,False,
target+high_generation_flag,catboost_quantile_0575_depth6,kpx_group_2,7831,0.4494955944323841,53,0.0067679734388966925,0.10083410401469232,0.09990926308854271,,,,False,
target+month,explainable_boosting,kpx_group_3,744,0.4260752688172043,53,0.07123655913978495,0.12249865192247827,0.10618864506015195,,5.0,,,
target+month,mlp_regressor_medium,kpx_group_1,720,0.4152777777777778,53,0.07361111111111111,0.10101985325625187,0.08641567849394793,,4.0,,,
target+month,mlp_regressor_medium,kpx_group_2,720,0.4111111111111111,53,0.07361111111111111,0.10557552477839673,0.08834224909768426,,4.0,,,
target+actual_bin,hist_gbdt_quantile_055,kpx_group_3,899,0.39154616240266965,53,0.058954393770856504,0.13021244795431158,0.11701668658742907,60-80%,,,,
target+month,lgbm_l1_baseline,kpx_group_1,744,0.5483870967741935,52,0.06989247311827956,0.10103105095680455,0.10734966650081518,,3.0,,,
target+month,mlp_regressor_medium,kpx_group_2,744,0.5026881720430108,52,0.06989247311827956,0.05842865877619654,0.059162552851189314,,8.0,,,
target+month,extra_trees_wide,kpx_group_2,720,0.49583333333333335,52,0.07222222222222222,0.08540885788216056,0.08834224909768426,,4.0,,,
actual_bin,catboost_quantile_0575_depth6,,3135,0.48708133971291867,52,0.016586921850079744,0.11560978070806718,0.11527362042581495,60-80%,,,,
target+month,mlp_regressor_medium,kpx_group_2,720,0.4166666666666667,52,0.07222222222222222,0.08788611832174419,0.07863322421868964,,6.0,,,
target+month,ngboost_normal_260_lr03,kpx_group_3,744,0.3602150537634409,52,0.06989247311827956,0.13857402077163267,0.11785113862322234,,7.0,,,
target+month,tabm_torch,kpx_group_2,720,0.3375,52,0.07222222222222222,0.12034222212698174,0.08333210419302606,,11.0,,,
actual_bin,catboost_quantile_0575_depth6,,4394,0.43218024578971326,51,0.011606736458807465,0.1483367517694699,0.1464823624365037,30-60%,,,,
target+month,extra_trees_wide,kpx_group_3,744,0.41801075268817206,51,0.06854838709677419,0.12772596015389726,0.11889136919205419,,3.0,,,
target+month,mlp_regressor_medium,kpx_group_1,744,0.3844086021505376,51,0.06854838709677419,0.09477178040202924,0.06903155778244645,,10.0,,,
target+actual_bin,lgbm_l1_baseline,kpx_group_3,899,0.3548387096774194,51,0.05672969966629588,0.13773851883250815,0.11701668658742907,60-80%,,,,
target+month,tabm_torch,kpx_group_1,720,0.3486111111111111,51,0.07083333333333333,0.1172994125224209,0.08341232627982269,,11.0,,,
target+high_generation_flag,hist_gbdt_quantile_055,kpx_group_2,953,0.47114375655823715,50,0.05246589716684155,0.08191542526386315,0.07708839301429628,,,,True,
target+actual_bin,catboost_quantile_060_depth6,kpx_group_1,1554,0.43886743886743884,50,0.032175032175032175,0.11726760249619637,0.11244462850592622,10-30%,,,,
target+high_generation_flag,explainable_boosting,kpx_group_2,953,0.25813221406086045,50,0.05246589716684155,0.11685323270057828,0.07708839301429628,,,,True,
target+actual_bin,catboost_quantile_055,kpx_group_2,1125,0.48088888888888887,49,0.043555555555555556,0.1218511552343551,0.11841741648640795,60-80%,,,,
target+month,ngboost_normal_260_lr03,kpx_group_1,744,0.4475806451612903,49,0.06586021505376344,0.1130997358340831,0.10734966650081518,,3.0,,,
actual_bin,ngboost_normal_260_lr03,,1320,0.25606060606060604,49,0.037121212121212124,0.14014558716877054,0.10485169627504616,80-90%,,,,
target+month,hist_gbdt_quantile_055,kpx_group_2,744,0.5981182795698925,48,0.06451612903225806,0.09152571455476084,0.09711066226115124,,5.0,,,
target+month,extra_trees_wide,kpx_group_3,744,0.4529569892473118,48,0.06451612903225806,0.155402406566649,0.14598237860313426,,1.0,,,
target+month,mlp_regressor_medium,kpx_group_2,720,0.42916666666666664,48,0.06666666666666667,0.10163492402049037,0.08333210419302606,,11.0,,,
target+month,explainable_boosting,kpx_group_1,744,0.42876344086021506,48,0.06451612903225806,0.11217705123123278,0.10149797614428471,,5.0,,,
target+month,ngboost_normal_260_lr03,kpx_group_3,744,0.41935483870967744,48,0.06451612903225806,0.11221199562740243,0.10618864506015195,,5.0,,,
actual_bin,lgbm_l1_baseline,,1320,0.36742424242424243,48,0.03636363636363636,0.12511655955722023,0.10485169627504616,80-90%,,,,
target+month,hist_gbdt_quantile_055,kpx_group_1,744,0.5470430107526881,47,0.06317204301075269,0.10160428656836851,0.10734966650081518,,3.0,,,
target+month,extra_trees_wide,kpx_group_1,744,0.4798387096774194,47,0.06317204301075269,0.1068343955674903,0.10734966650081518,,3.0,,,
target+month,hist_gbdt_quantile_055,kpx_group_3,744,0.4381720430107527,47,0.06317204301075269,0.1264437254178996,0.12191477191363255,,12.0,,,
target+month,mlp_regressor_medium,kpx_group_2,720,0.4222222222222222,47,0.06527777777777778,0.08597409209637798,0.0645564350927077,,9.0,,,
target+month,explainable_boosting,kpx_group_3,744,0.41263440860215056,47,0.06317204301075269,0.14530072829299837,0.11889136919205419,,3.0,,,
target+actual_bin,catboost_quantile_060_depth6,kpx_group_3,1507,0.41008626410086263,47,0.031187790311877902,0.12529635296032812,0.11884664239133533,10-30%,,,,
target+month,explainable_boosting,kpx_group_2,720,0.4083333333333333,47,0.06527777777777778,0.09977320525131136,0.08834224909768426,,4.0,,,
target+month,tabm_torch,kpx_group_2,744,0.38306451612903225,47,0.06317204301075269,0.08184902393293135,0.059162552851189314,,8.0,,,
target+month,tabm_torch,kpx_group_3,720,0.35555555555555557,47,0.06527777777777778,0.11079700394487964,0.08504381750003322,,4.0,,,
target+month,extra_trees_wide,kpx_group_3,744,0.3333333333333333,47,0.06317204301075269,0.13848744769406626,0.11785113862322234,,7.0,,,
target+month,lgbm_l1_baseline,kpx_group_1,744,0.6155913978494624,46,0.06182795698924731,0.17393008606198512,0.18371598386061913,,1.0,,,
target+month,lgbm_l1_baseline,kpx_group_2,744,0.603494623655914,46,0.06182795698924731,0.11461829043950479,0.12564781678668074,,3.0,,,
target+month,lgbm_l1_baseline,kpx_group_1,744,0.532258064516129,46,0.06182795698924731,0.09830371018026106,0.10149797614428471,,5.0,,,
target+month,hist_gbdt_quantile_055,kpx_group_2,744,0.4932795698924731,46,0.06182795698924731,0.10765314497505979,0.10589983337131054,,7.0,,,
