model_id,target,nmae,ficr,eligible_hours,group_score
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.60_0.20_0.20,kpx_group_3,0.14081312617814343,0.2828153343939066,4566,0.5710011041078815
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.70_0.10_0.20,kpx_group_1,0.11833998480600114,0.40190354516811216,4989,0.6417817801810555
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.70_0.10_0.20,kpx_group_2,0.12603453947588714,0.4345963320444375,4976,0.6542808962842752
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.70_0.10_0.20,kpx_group_3,0.13922579978271604,0.2930530048382389,4566,0.5769136025277615
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.70_0.10_0.20,kpx_group_1,0.1178594935225381,0.4093510587601033,4989,0.6457457826187826
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.70_0.10_0.20,kpx_group_2,0.12604879902599805,0.4361676360174338,4976,0.6550594184957179
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.70_0.10_0.20,kpx_group_3,0.14033176319310506,0.28467148786241,4566,0.5721698623346525
w2_lgbm_catboost_quantile_055_0.65,kpx_group_1,0.11690835835924863,0.41182926752699783,4989,0.6474604545838746
w2_lgbm_catboost_quantile_055_0.65,kpx_group_2,0.12431418698309697,0.4391182137952504,4976,0.6574020134060767
w2_lgbm_catboost_quantile_055_0.65,kpx_group_3,0.1415139532203434,0.27672177928008096,4566,0.5676039130298688
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.80_0.10_0.10,kpx_group_1,0.11854807686337862,0.4044592107479888,4989,0.642955566942305
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.80_0.10_0.10,kpx_group_2,0.12656546791689186,0.43296040636904287,4976,0.6531974692260756
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.80_0.10_0.10,kpx_group_3,0.13997128986403037,0.2924574982865436,4566,0.5762431042112566
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.33_0.33_0.33,kpx_group_1,0.11659724673504714,0.4116329945517838,4989,0.6475178739083683
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.33_0.33_0.33,kpx_group_2,0.12280594757292311,0.439408159454849,4976,0.6583011059409629
w3_catboost_quantile_055_lgbm_l1_baseline_xgboost_squarederror_0.33_0.33_0.33,kpx_group_3,0.14240837600571507,0.27533820304825973,4566,0.5664649135212723
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.80_0.10_0.10,kpx_group_1,0.1183528912533553,0.4078035445058822,4989,0.6447253266262634
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.80_0.10_0.10,kpx_group_2,0.12675204056848696,0.4343508219363822,4976,0.6537993906839477
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.80_0.10_0.10,kpx_group_3,0.1404974552656639,0.2878376935134352,4566,0.5736701191238857
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.70_0.10_0.20,kpx_group_1,0.11794185812461722,0.40728691933678446,4989,0.6446725306060836
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.70_0.10_0.20,kpx_group_2,0.1255520424980974,0.4361192025778838,4976,0.6552835800398932
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.70_0.10_0.20,kpx_group_3,0.14078891970435187,0.2840752033237878,4566,0.5716431418097179
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.33_0.33_0.33,kpx_group_1,0.11654586502272561,0.4067291366553535,4989,0.6450916358163139
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.33_0.33_0.33,kpx_group_2,0.12312703208205696,0.44134831862043267,4976,0.6591106432691878
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.33_0.33_0.33,kpx_group_3,0.1413398637224291,0.2758289085751075,4566,0.5672445224263392
w2_lgbm_catboost_quantile_055_0.70,kpx_group_1,0.11693523943369453,0.4109721162409409,4989,0.6470184384036232
w2_lgbm_catboost_quantile_055_0.70,kpx_group_2,0.12423344561526645,0.43767523572808664,4976,0.6567208950564101
w2_lgbm_catboost_quantile_055_0.70,kpx_group_3,0.14176371060487025,0.2769717613112904,4566,0.5676040253532101
w2_lgbm_catboost_quantile_055_0.75,kpx_group_1,0.11699068650006074,0.4121201349002846,4989,0.6475647242001119
w2_lgbm_catboost_quantile_055_0.75,kpx_group_2,0.12419499380789147,0.438727665264465,4976,0.6572663357282867
w2_lgbm_catboost_quantile_055_0.75,kpx_group_3,0.14203518260170192,0.2748622024711366,4566,0.5664135099347174
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.33_0.33_0.33,kpx_group_1,0.11704941308115605,0.4077423481695604,4989,0.6453464675442022
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.33_0.33_0.33,kpx_group_2,0.12429289621125973,0.43962909242866605,4976,0.6576680981087032
w3_catboost_quantile_055_lgbm_l1_baseline_hist_gbdt_absolute_0.33_0.33_0.33,kpx_group_3,0.14104423172347272,0.27665899200768057,4566,0.567807380142104
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.33_0.33_0.33,kpx_group_1,0.11755587103939169,0.4001959222288745,4989,0.6413200255947414
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.33_0.33_0.33,kpx_group_2,0.12447896764725036,0.4308415873125323,4976,0.6531813098326409
w3_catboost_quantile_055_lgbm_l1_baseline_gradient_boosting_quantile_0.33_0.33_0.33,kpx_group_3,0.13843090115174161,0.2905376238515875,4566,0.5760533613499229
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.80_0.10_0.10,kpx_group_1,0.1184232789124001,0.40521367123072743,4989,0.6433951961591636
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.80_0.10_0.10,kpx_group_2,0.12624643750950582,0.43358630636897966,4976,0.653669934429737
w3_catboost_quantile_055_lgbm_l1_baseline_catboost_rmse_0.80_0.10_0.10,kpx_group_3,0.14080134673904401,0.2863035678841127,4566,0.5727511105725344
w2_lgbm_catboost_quantile_055_0.80,kpx_group_1,0.11708243565514276,0.4122761953243656,4989,0.6475968798346114
w2_lgbm_catboost_quantile_055_0.80,kpx_group_2,0.12419972491914291,0.4378125404202615,4976,0.6568064077505593
w2_lgbm_catboost_quantile_055_0.80,kpx_group_3,0.14234010458260715,0.2722513568729789,4566,0.5649556261451859
w2_lgbm_catboost_quantile_055_0.85,kpx_group_1,0.11722259441279254,0.4114803752311361,4989,0.6471288904091719
w2_lgbm_catboost_quantile_055_0.85,kpx_group_2,0.12424876226317129,0.43733390714480636,4976,0.6565425724408176
w2_lgbm_catboost_quantile_055_0.85,kpx_group_3,0.14268385803045056,0.27234207552915046,4566,0.56482910874935
w3_lgbm_l1_baseline_catboost_rmse_h2o_automl_0.70_0.20_0.10,kpx_group_1,0.1165828237503896,0.4065765172507353,4989,0.6449968467501728
